primary,descriptor2,descriptor3,노트,색상/이미지,계절,온도/습도,날씨,시간대,장소/상황,감정/분위기,normalized_tags,계열,예시_향수,hex_palette_from_colors
Green,Fruity,Galbanum,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, fruity, galbanum",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Herbal,Green,Pineapple,Herbal,"vivid green, 그린 (+애플그린/레드)","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, green, pineapple",Green/Herbal,,
Green,Fruity,Oily,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, fruity, oily",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Woody,Fruity,Spicy,Woody,브라운,가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, fruity, spicy",,,
Minty,Camphoraceous,Fresh,Minty,"허브 초록, 라벤더색, 민트","봄, 여름, 여름",차가운,선선/그늘,"낮, 저녁","herb 정원, 스파, 스포츠/아웃도어","깨끗함, 집중됨, relaxing, 쿨/리프레시","minty, camphoraceous, fresh",Aromatic/Herbal,,"#4CAF50, #B57EDC"
Woody,Amber,Dry,Woody,브라운 (+앰버골드),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, amber, dry",,,
Spicy,Clove,Floral,Spicy,번트오렌지,가을/겨울,따뜻한,따뜻/실내,저녁,바/레스토랑,따뜻/에너지,"spicy, clove, floral",,,
Fruity,Apple,Rose,Fruity,"애플그린/레드), 오렌지/레드 (+로즈핑크",봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, apple, rose",,,
Earthy,Patchouli,Vetiver,Earthy,카키 (+다크그린/브라운),가을,건조/따뜻한,비온뒤/흙,저녁,산책로/숲,내추럴/안정,"earthy, patchouli, vetiver",,,
Smoky,Phenolic,Neutral,Smoky,차콜,가을/겨울,따뜻한/건조,모닥불/안개,밤,캠프/바,무드/시크,"smoky, phenolic, neutral",,,
Balsamic,Earthy,Rubbery,Balsamic,"호박색, 갈색, 황갈색, 앰버","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, earthy, rubbery",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Fruity,Strawberry,Dry,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, strawberry, dry",,,
Fruity,Sweet,Pineapple,Fruity,오렌지/레드 (+애플그린/레드),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, sweet, pineapple",,,
Floral,Spicy,Fruity,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, spicy, fruity",,,
Woody,Camphoraceous,Fungal,Woody,브라운,가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, camphoraceous, fungal",,,
Aldehydic,Waxy,Floral,Aldehydic,화이트,사계절/봄,깨끗한/중성,빨래한날/쾌청,종일,세탁한날/오피스,클린/단정,"aldehydic, waxy, floral",,,
Woody,Spicy,Peppery,Woody,브라운,가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, spicy, peppery",,,
Woody,Cedarwood,Dry,Woody,브라운 (+시더브라운),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, cedarwood, dry",,,
Aldehydic,Floral,Waxy,Aldehydic,화이트,사계절/봄,깨끗한/중성,빨래한날/쾌청,종일,세탁한날/오피스,클린/단정,"aldehydic, floral, waxy",,,
Fruity,Sweet,Tropical-Fruit,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, sweet, tropical-fruit",,,
Citrus,Green,Herbal,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, green, herbal",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Floral,Waxy,Mimosa,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, waxy, mimosa",,,
Floral,Milky,Fruity,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, milky, fruity",,,
Citrus,Pine,Herbal,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, pine, herbal",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Fruity,Apple,Pear,Fruity,오렌지/레드 (+애플그린/레드),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, apple, pear",,,
Spicy,Cinnamon,Floral,Spicy,번트오렌지,가을/겨울,따뜻한,따뜻/실내,저녁,바/레스토랑,따뜻/에너지,"spicy, cinnamon, floral",,,
Fruity,Sweet,Grape,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, sweet, grape",,,
Fruity,Apple,Raspberry,Fruity,오렌지/레드 (+애플그린/레드),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, apple, raspberry",,,
Fruity,Melon,Tropical-Fruit,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, melon, tropical-fruit",,,
Gourmand,Buttery,Herbal,Gourmand,베이지/크림,가을/겨울,따뜻한/달달,카페/실내,오후/밤,카페/디저트,편안/달달,"gourmand, buttery, herbal",,,
Earthy,Mushroom,Woody,Earthy,카키,가을,건조/따뜻한,비온뒤/흙,저녁,산책로/숲,내추럴/안정,"earthy, mushroom, woody",,,
Herbal,Pine,Citrus,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, pine, citrus",Green/Herbal,,
Sulfurous,Acidic,Dry,Sulfurous,옐로우/그레이,특정용도,자극/특수,특수/실험,특정,테이스팅랩,실험/독특,"sulfurous, acidic, dry",,,
Aldehydic,Chocolate,Peach,Aldehydic,"다크브라운), 화이트 (+피치/살구",사계절/봄,깨끗한/중성,빨래한날/쾌청,종일,세탁한날/오피스,클린/단정,"aldehydic, chocolate, peach",,,
Sulfurous,Nutty,Coffee,Sulfurous,옐로우/그레이,특정용도,자극/특수,특수/실험,특정,테이스팅랩,실험/독특,"sulfurous, nutty, coffee",,,
Woody,Fresh,Clean,Woody,브라운,가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, fresh, clean",,,
Woody,Amber,Sandalwood,Woody,"브라운 (+크리미베이지, 앰버골드)",가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, amber, sandalwood",,,
Amber,Sage,Warm,Amber,"따뜻함 호박색, 앰버/골드","가을, 여름, 겨울, 가을/겨울",따뜻한/포근,포근/실내,"저녁, 밤, 저녁/밤","콘서트, 로맨틱함 저녁 식사, 라운지/바","고급스러움, 관능적임, 따뜻함, 포근/관능","amber, sage, warm",Woody/Amber,"Dior Sauvage, Molecule 02, Prada L'Homme Intense",
Food Like,Nutty,Roasted,Food Like,베이지,사계절,중성,주방/식감,오후,주방/브런치,일상/친근,"food like, nutty, roasted",,,
Floral,Jasmin,Honeysuckle,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, jasmin, honeysuckle",,,
Herbal,Sweet,Lavender,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, sweet, lavender",Green/Herbal,,
Fruity,Plum,Fermented,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, plum, fermented",,,
Sulfurous,Onion,Garlic,Sulfurous,옐로우/그레이,특정용도,자극/특수,특수/실험,특정,테이스팅랩,실험/독특,"sulfurous, onion, garlic",,,
Fruity,Fenugreek,Green,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, fenugreek, green",,,
Herbal,Bergamot,Fresh,Herbal,"vivid green, 그린 (+라임옐로우)","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, bergamot, fresh",Green/Herbal,,
Spicy,Clove,Floral,Spicy,번트오렌지,가을/겨울,따뜻한,따뜻/실내,저녁,바/레스토랑,따뜻/에너지,"spicy, clove, floral",,,
Fruity,Citrus,Green,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, citrus, green",,,
Fruity,Passionfruit,Green,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, passionfruit, green",,,
Fruity,Jasmin,Grape,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, jasmin, grape",,,
Herbal,Woody,Pine,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, woody, pine",Green/Herbal,,
Minty,Caraway,Spearmint,Minty,"허브 초록, 라벤더색, 민트 (+민트)","봄, 여름, 여름",차가운,선선/그늘,"낮, 저녁","herb 정원, 스파, 스포츠/아웃도어","깨끗함, 집중됨, relaxing, 쿨/리프레시","minty, caraway, spearmint",Aromatic/Herbal,,"#4CAF50, #B57EDC"
Floral,Animal Like,Jasmin,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, animal like, jasmin",,,
Floral,Rose,Plum,Floral,핑크/화이트 (+로즈핑크),봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, rose, plum",,,
Fruity,Citrus,Sweet,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, citrus, sweet",,,
Woody,Patchouli,Earthy,Woody,브라운 (+다크그린/브라운),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, patchouli, earthy",,,
Citrus,Lemon,Aldehydic,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우 (+리몬옐로우)","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, lemon, aldehydic",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Citrus,Fresh,Herbal,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, fresh, herbal",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Earthy,Floral,Sweet,Earthy,카키,가을,건조/따뜻한,비온뒤/흙,저녁,산책로/숲,내추럴/안정,"earthy, floral, sweet",,,
Citrus,Orange,Herbal,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우 (+오렌지)","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, orange, herbal",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Gourmand,Caramel,Sweet,Gourmand,베이지/크림 (+카라멜브라운),가을/겨울,따뜻한/달달,카페/실내,오후/밤,카페/디저트,편안/달달,"gourmand, caramel, sweet",,,
Herbal,Musty,Camphoraceous,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, musty, camphoraceous",Green/Herbal,,
Citrus,Mandarin,Aldehydic,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, mandarin, aldehydic",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Woody,Cedarwood,Violet,Woody,"브라운 (+보라, 시더브라운)",가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, cedarwood, violet",,,
Woody,Violet,Cedarwood,Woody,"브라운 (+보라, 시더브라운)",가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, violet, cedarwood",,,
Gourmand,Fermented,Fruity,Gourmand,베이지/크림,가을/겨울,따뜻한/달달,카페/실내,오후/밤,카페/디저트,편안/달달,"gourmand, fermented, fruity",,,
Green,Floral,Rose,Green,"leafy green, 그린 (+로즈핑크)","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, floral, rose",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Floral,Green,Rose,Floral,핑크/화이트 (+로즈핑크),봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, green, rose",,,
Citrus,Rhubarb,Green,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, rhubarb, green",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Fruity,Apple,Plum,Fruity,오렌지/레드 (+애플그린/레드),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, apple, plum",,,
Floral,Herbal,Hyacinth,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, herbal, hyacinth",,,
Balsamic,Floral,Green,Balsamic,"호박색, 갈색, 황갈색, 앰버","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, floral, green",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Floral,Fruity,Citrus,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, fruity, citrus",,,
Floral,Sweet,Fruity,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, sweet, fruity",,,
Floral,Rose,Muguet,Floral,핑크/화이트 (+로즈핑크),봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, rose, muguet",,,
Musk like,Floral,Woody,Musk like,"검정, dark 갈색, 아이보리","가을, 겨울, 사계절/가을",포근/부드러움,포근/은은,"저녁, 밤, 종일/저녁","갤러리, 사무실, whisky 바, 홈/데일리","대담함, 강렬함, 관능적임, 스킨/포근","musk like, floral, woody",Leather/Animalic,"Acqua di Parma Leather, Memo Irish Leather, Tom Ford Tuscan Leather",#000000
Minty,Cooling,Herbal,Minty,"허브 초록, 라벤더색, 민트","봄, 여름, 여름",차가운,선선/그늘,"낮, 저녁","herb 정원, 스파, 스포츠/아웃도어","깨끗함, 집중됨, relaxing, 쿨/리프레시","minty, cooling, herbal",Aromatic/Herbal,,"#4CAF50, #B57EDC"
Gourmand,Nutty,Fruity,Gourmand,베이지/크림,가을/겨울,따뜻한/달달,카페/실내,오후/밤,카페/디저트,편안/달달,"gourmand, nutty, fruity",,,
Spicy,Woody,Smoky,Spicy,번트오렌지,가을/겨울,따뜻한,따뜻/실내,저녁,바/레스토랑,따뜻/에너지,"spicy, woody, smoky",,,
Smoky,Woody,Ylang,Smoky,차콜,가을/겨울,따뜻한/건조,모닥불/안개,밤,캠프/바,무드/시크,"smoky, woody, ylang",,,
Fruity,Green,Pear,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, green, pear",,,
Green,Fruity,Leafy,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, fruity, leafy",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Aldehydic,Fresh,Green,Aldehydic,화이트,사계절/봄,깨끗한/중성,빨래한날/쾌청,종일,세탁한날/오피스,클린/단정,"aldehydic, fresh, green",,,
Herbal,Fresh,Floral,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, fresh, floral",Green/Herbal,,
Fruity,Oily,Sweet,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, oily, sweet",,,
Balsamic,Green,Floral,Balsamic,"호박색, 갈색, 황갈색, 앰버","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, green, floral",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Fruity,Citrus,Orange,Fruity,오렌지/레드 (+오렌지),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, citrus, orange",,,
Woody,Rose,Tea,Woody,브라운 (+로즈핑크),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, rose, tea",,,
Woody,Cedarwood,Amber,Woody,"브라운 (+시더브라운, 앰버골드)",가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, cedarwood, amber",,,
Green,Grassy,Strawberry,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, grassy, strawberry",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Woody,Earthy,Fruity,Woody,브라운,가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, earthy, fruity",,,
Floral,Citrus,Fresh,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, citrus, fresh",,,
Green,Fruity,Tropical-Fruit,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, fruity, tropical-fruit",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Gourmand,Sweet,Caramel,Gourmand,베이지/크림 (+카라멜브라운),가을/겨울,따뜻한/달달,카페/실내,오후/밤,카페/디저트,편안/달달,"gourmand, sweet, caramel",,,
